WS_3_20.bin
         3.00
11
7
Type of measurement (0=app. resistivity,1=resistance)
0
1383
 2
1
Chargeability
mV/V
 0.06,0.5
4  15.00  0.00 108.00  0.00 57.00  0.00 66.00  0.00 576.15  1.96
4  15.00  0.00 114.00  0.00 60.00  0.00 69.00  0.00 587.44  2.16
4  18.00  0.00 27.00  0.00 21.00  0.00 24.00  0.00 162.01  8.87
4  18.00  0.00 33.00  0.00 24.00  0.00 27.00  0.00 220.92  11.50
4  18.00  0.00 39.00  0.00 27.00  0.00 30.00  0.00 240.40  6.99
4  18.00  0.00 45.00  0.00 30.00  0.00 33.00  0.00 268.65  6.85
4  18.00  0.00 51.00  0.00 33.00  0.00 36.00  0.00 297.22  7.23
4  18.00  0.00 57.00  0.00 36.00  0.00 39.00  0.00 320.80  7.49
4  18.00  0.00 63.00  0.00 39.00  0.00 42.00  0.00 336.49  7.94
4  18.00  0.00 69.00  0.00 42.00  0.00 45.00  0.00 362.78  6.23
4  18.00  0.00 75.00  0.00 45.00  0.00 48.00  0.00 379.52  5.20
4  18.00  0.00 81.00  0.00 48.00  0.00 51.00  0.00 443.91  5.50
4  18.00  0.00 87.00  0.00 51.00  0.00 54.00  0.00 456.21  4.09
4  18.00  0.00 93.00  0.00 54.00  0.00 57.00  0.00 494.12  3.87
4  18.00  0.00 99.00  0.00 57.00  0.00 60.00  0.00 541.33  2.44
4  18.00  0.00 105.00  0.00 60.00  0.00 63.00  0.00 560.07  2.57
4  18.00  0.00 111.00  0.00 63.00  0.00 66.00  0.00 570.22  2.21
4  18.00  0.00 117.00  0.00 66.00  0.00 69.00  0.00 567.08  2.58
4  18.00  0.00 129.00  0.00 72.00  0.00 75.00  0.00 582.36  2.11
4  18.00  0.00 30.00  0.00 21.00  0.00 27.00  0.00 179.86  8.63
4  18.00  0.00 36.00  0.00 24.00  0.00 30.00  0.00 228.56  9.56
4  18.00  0.00 42.00  0.00 27.00  0.00 33.00  0.00 267.89  7.65
4  18.00  0.00 48.00  0.00 30.00  0.00 36.00  0.00 300.09  6.59
4  18.00  0.00 54.00  0.00 33.00  0.00 39.00  0.00 326.39  7.28
4  18.00  0.00 60.00  0.00 36.00  0.00 42.00  0.00 350.63  7.74
4  18.00  0.00 66.00  0.00 39.00  0.00 45.00  0.00 356.15  6.99
4  18.00  0.00 72.00  0.00 42.00  0.00 48.00  0.00 371.94  5.43
4  18.00  0.00 78.00  0.00 45.00  0.00 51.00  0.00 392.68  4.98
4  18.00  0.00 84.00  0.00 48.00  0.00 54.00  0.00 444.11  4.33
4  18.00  0.00 90.00  0.00 51.00  0.00 57.00  0.00 455.94  4.02
4  18.00  0.00 96.00  0.00 54.00  0.00 60.00  0.00 507.22  3.74
4  18.00  0.00 102.00  0.00 57.00  0.00 63.00  0.00 539.83  2.97
4  18.00  0.00 108.00  0.00 60.00  0.00 66.00  0.00 556.03  2.61
4  18.00  0.00 114.00  0.00 63.00  0.00 69.00  0.00 564.72  1.95
4  18.00  0.00 120.00  0.00 66.00  0.00 72.00  0.00 562.68  2.59
4  18.00  0.00 33.00  0.00 21.00  0.00 30.00  0.00 199.60  9.06
4  18.00  0.00 45.00  0.00 27.00  0.00 36.00  0.00 284.02  7.01
4  18.00  0.00 51.00  0.00 30.00  0.00 39.00  0.00 317.59  6.89
